Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	stationaryDist[1]	stationaryDist[2]	tree_length
9756	-83.20539	-202.1893	118.9839	0.0938896	0.00052507	0.00196856	0.00808806	0.00527025	0.00105788	0.00124073	0.00195144	0.00868024	0.0164928	0.00116334	0.00766447	0.00579216	0.0324835	0.00469812	0.0290458	0.000628158	0.00221263	0.00917754	0.0101203	0.0156437	0.00202878	0.0289445	0.00150352	0.00343989	0.00223469	0.0222782	0.00651977	0.00348806	0.014379	0.0109074	0.00955649	0.00431995	0.0043241	0.0170042	0.000927138	0.00788473	0.00173088	0.00608361	0.00141098	0.00702037	0.0214103	0.00853412	0.0129776	0.00220576	0.00308974	0.0209148	0.00565084	0.00858172	0.00868562	0.0173004	0.0111517	0.00278673	0.00455126	0.0134567	0.014142	0.000320557	0.00261207	0.0117308	0.00711351	0.0158988	0.00309412	0.0112157	0.00171489	0.0117633	0.00476817	0.00464309	0.00735094	0.00222695	0.00384482	0.0300456	0.00796151	0.010131	0.00247635	0.0119614	0.0462635	0.00458293	0.02956691	1.970433	0.0730044	0.279031	0.671512	1.48918	3.58383	13.6978	1.892441	66.64318	0.121786	0.000681078	0.00255345	0.0104912	0.00683613	0.00137219	0.00160937	0.00253124	0.0112593	0.0213931	0.00150898	0.00994172	0.00751311	0.0421349	0.00609402	0.0376759	0.000814795	0.00287004	0.0119043	0.0131272	0.0202917	0.00263157	0.0375445	0.00195024	0.00446195	0.00289866	0.0288974	0.0084569	0.00452442	0.0186513	0.0141482	0.0123959	0.00560349	0.00560886	0.0220565	0.00120261	0.0102274	0.00224515	0.00789116	0.00183021	0.00910625	0.0277717	0.0110698	0.0168334	0.00286113	0.00400776	0.027129	0.00732981	0.0111315	0.0112663	0.0224406	0.0144651	0.00361472	0.00590352	0.017455	0.0183438	0.0004158	0.00338816	0.0152163	0.00922706	0.0206226	0.00401344	0.0145481	0.00222441	0.0152584	0.00618488	0.00602264	0.00953504	0.00288861	0.00498719	0.0389727	0.010327	0.013141	0.00321212	0.0155154	0.0600092	0.00594461	0.985217	0.0147835	0.77094
9792	-74.55943	-198.0086	123.4491	0.00802765	0.00924675	0.024941	0.0390469	0.0143936	0.0366324	0.006493	0.0126172	0.005536	0.0208095	0.00623095	0.0149114	0.0110042	0.0659777	0.00602346	0.00979349	0.0185096	0.0173332	0.00794029	0.0147691	0.00295834	0.0141582	0.0276359	0.0216559	0.00317061	0.00354912	0.0113895	0.00224653	0.00348564	0.00430293	0.0143472	0.00894992	0.00707644	0.000285506	0.0243712	0.00373908	0.0294246	0.0138283	0.0116038	0.0238427	0.00451398	0.000557939	0.00181779	0.0350521	0.00083401	0.0488149	0.00213907	0.00242874	0.0476142	0.0179572	0.00108821	0.00672467	0.00853241	0.0188955	0.0347258	0.042036	0.00749781	0.0024076	0.0182061	0.00274776	0.0156261	0.0172123	0.0201703	0.0300139	0.00876886	0.0237839	0.00321941	0.0282883	0.051787	0.0014573	0.0413453	0.00646584	0.0807492	0.00272283	0.00191024	0.0154029	0.0223946	0.4790661	1.520934	0.060849	0.255316	0.653159	1.53102	3.91672	16.4341	2.02413	3.174789	0.00638042	0.00734937	0.0198233	0.0310347	0.0114401	0.0291157	0.00516068	0.0100282	0.00440005	0.0165395	0.0049524	0.0118517	0.00874617	0.0524395	0.00478748	0.00778392	0.0147115	0.0137765	0.00631099	0.0117385	0.00235131	0.011253	0.0219652	0.0172123	0.00252002	0.00282086	0.00905243	0.00178555	0.00277041	0.00341999	0.0114032	0.00711344	0.00562439	0.000226922	0.0193704	0.00297185	0.0233869	0.0109908	0.00922277	0.0189503	0.00358774	0.000443454	0.00144479	0.0278596	0.000662876	0.0387983	0.00170014	0.00193038	0.037844	0.0142725	0.000864913	0.00534481	0.00678161	0.0150183	0.0276003	0.0334105	0.0059593	0.00191358	0.0144703	0.00218394	0.0124197	0.0136804	0.0160314	0.0238552	0.00696954	0.0189036	0.0025588	0.0224837	0.0411606	0.00115827	0.0328615	0.00513909	0.0641799	0.00216412	0.00151827	0.0122423	0.0177993	0.760467	0.239533	1.258169
9828	-70.92635	-195.6946	124.7683	0.0304436	0.0699275	0.00846892	0.0120302	0.0322366	0.0337572	0.00803518	0.0332007	0.014205	0.014191	0.00881356	0.0651941	0.0109268	0.0549916	0.0143391	0.00967055	0.00951306	0.0365649	0.00563287	0.0378124	0.00648033	0.0187268	0.0432859	0.0279466	0.0211264	0.00728688	0.0322126	0.0224255	0.039124	0.0328304	0.00123111	0.00799382	0.0294142	0.00835782	0.0379581	0.0288773	0.0561225	0.0136718	0.0217665	0.0133506	0.026559	0.00314315	0.0250291	0.0217875	0.000297553	0.0413906	0.00441099	0.0137533	0.130538	0.047802	0.00149871	0.0670309	0.124431	0.0316358	0.100858	0.047142	0.000667599	0.0170098	0.10268	0.000941601	0.00842983	0.111309	0.0500645	0.00433182	0.00533644	0.0459347	0.0203334	0.0213936	0.0225914	0.000961903	0.0351968	0.000265913	0.0314848	0.00961385	0.0795286	0.0306966	0.0885377	0.9144856	1.085514	0.673749	0.824818	0.941684	1.06193	1.21239	1.48423	0.2855383	1.187022	0.0129285	0.0296962	0.00359651	0.00510887	0.01369	0.0143357	0.00341231	0.0140994	0.00603246	0.00602652	0.00374287	0.0276861	0.00464031	0.0233534	0.00608943	0.00410681	0.00403993	0.0155281	0.00239212	0.0160578	0.00275201	0.00795272	0.0183823	0.0118681	0.00897178	0.00309453	0.0136798	0.00952345	0.0166149	0.0139421	0.000522817	0.00339475	0.0124914	0.00354933	0.0161197	0.0122634	0.0238336	0.00580602	0.0092436	0.00566961	0.0112789	0.00133481	0.0106292	0.00925252	0.000126362	0.0175774	0.00187322	0.00584063	0.0554357	0.0203001	0.000636458	0.0284661	0.0528422	0.0134348	0.0428317	0.0200199	0.00028351	0.00722358	0.0436052	0.000399871	0.00357991	0.0472696	0.021261	0.0018396	0.00226623	0.0195072	0.00863503	0.00908527	0.00959393	0.000408493	0.0149471	0.000112926	0.0133707	0.00408273	0.0337735	0.013036	0.0375994	0.542757	0.457243	2.354761
9864	-69.72027	-196.0505	126.3302	0.0649662	0.00133924	0.00037039	0.00389316	0.00809024	0.0322678	0.013753	0.00591948	0.00101229	0.0156065	0.000673162	0.00825609	0.00512435	0.00940967	0.0296864	0.00672294	0.0142809	0.0028651	0.00770872	0.00954465	0.0080821	0.000165629	0.0124368	0.0167664	0.0114862	0.00751208	0.00444862	0.00502887	0.00198181	0.00269854	0.000801711	0.00128538	0.00988312	0.0274146	0.00738037	0.00640927	0.0144714	0.000603988	0.00249528	0.00699525	0.0125943	0.00962988	0.00807125	0.00430688	0.0271599	0.0134176	0.0137138	0.0267328	0.0263014	0.029814	0.00213444	0.0092838	0.0199578	0.00779664	0.012886	0.0356828	0.0028708	0.00853603	0.0148563	0.010255	0.00939578	0.0100831	0.0240655	0.00563759	0.00852165	0.0160983	0.000712021	0.0083962	0.00470387	0.000280693	0.0128069	0.00141545	0.0057209	0.00734989	0.0234424	0.021833	0.0184836	1.655806	0.3441939	0.051885	0.236223	0.637512	1.5686	4.23328	19.2734	2.139362	0.2078709	0.075124	0.00154863	0.000428302	0.00450188	0.0093552	0.0373131	0.0159033	0.00684503	0.00117056	0.0180467	0.000778415	0.00954698	0.00592557	0.0108809	0.0343281	0.00777411	0.0165138	0.00331307	0.00891402	0.011037	0.00934578	0.000191526	0.0143813	0.0193879	0.0132822	0.00868664	0.00514419	0.00581516	0.00229168	0.00312047	0.000927063	0.00148636	0.0114284	0.031701	0.00853433	0.0074114	0.0167341	0.000698425	0.00288543	0.008089	0.0145634	0.0111356	0.00933324	0.00498028	0.0314065	0.0155156	0.015858	0.0309127	0.0304138	0.0344756	0.00246817	0.0107354	0.0230783	0.00901568	0.0149007	0.041262	0.00331967	0.00987068	0.0171792	0.0118584	0.0108649	0.0116596	0.0278282	0.00651906	0.00985406	0.0186154	0.000823349	0.009709	0.00543935	0.000324581	0.0148093	0.00163677	0.00661539	0.00849908	0.0271078	0.0252467	0.0213736	0.172097	0.827903	0.8647858
9900	-64.86952	-187.9014	123.0318	0.0675975	0.0193553	0.0314817	0.00361952	0.0340606	0.0477945	0.0301834	0.0400215	0.0434919	0.000801957	0.0393904	0.0571642	0.0145978	0.0852432	0.0252681	0.0628145	0.066557	0.0472772	0.0464256	0.0964395	0.00843024	0.0196855	0.044224	0.0497022	0.022227	0.0133347	0.0864577	0.020109	0.0596354	0.0667078	0.033503	0.027724	0.0621665	0.0820665	0.0322462	0.0038442	0.0200756	0.00203177	0.0330019	0.0084044	0.0226904	0.0568963	0.26707	0.005081	0.0194653	0.0510911	0.0762785	0.0516423	0.0450055	0.00348233	0.0383118	0.0249588	0.03206	0.032993	0.0240589	0.0710459	0.0914726	0.0561539	0.0674123	0.0115198	0.03131	0.0531589	0.0161885	0.0079883	0.0532822	0.028504	0.0307464	0.0490102	0.0187631	0.00178239	0.0150337	0.0158548	0.0324837	0.0180099	0.13501	0.00951624	0.0358047	1.104616	0.8953839	0.221027	0.478943	0.794794	1.25819	2.08793	4.52434	1.091452	0.8105839	0.0214167	0.00613228	0.00997423	0.00114676	0.0107913	0.0151426	0.00956291	0.0126799	0.0137794	0.000254082	0.0124799	0.0181111	0.00462497	0.0270073	0.00800562	0.0199013	0.021087	0.0149787	0.0147089	0.0305546	0.00267092	0.0062369	0.0140113	0.015747	0.00704212	0.0042248	0.0273921	0.00637105	0.0188941	0.0211348	0.0106147	0.0087837	0.019696	0.0260008	0.0102164	0.00121794	0.00636049	0.000643718	0.0104559	0.00266274	0.00718891	0.0180263	0.084615	0.0016098	0.00616712	0.016187	0.0241671	0.0163617	0.0142589	0.0011033	0.0121382	0.0079076	0.0101575	0.0104531	0.00762249	0.0225092	0.028981	0.0177911	0.021358	0.00364979	0.00991985	0.0168422	0.00512896	0.00253091	0.0168812	0.00903081	0.00974129	0.0155277	0.00594464	0.000564709	0.00476308	0.00502324	0.0102917	0.005706	0.0427747	0.003015	0.0113439	0.447692	0.552308	3.1563
9936	-71.51539	-196.8619	125.3465	0.00783834	0.0151582	0.0131458	0.010642	0.0720298	0.0546035	0.0145006	0.0468445	0.0183795	0.000625059	0.017564	0.0113135	0.0151971	0.0368046	0.00455243	0.0107551	0.0270249	0.00589663	0.0305081	0.018928	0.0227018	0.0131791	0.0263264	0.0213597	0.00131954	0.00886222	0.0198466	0.0215374	0.00596294	0.00646437	0.0047113	0.00113217	0.012825	0.0437909	0.0196026	0.0258164	0.017102	0.0136989	0.00300812	0.00693294	0.00467838	0.0148383	0.0326817	0.00768828	0.00627269	0.00698132	0.0215738	0.0429129	0.00459212	0.00257399	0.0172979	0.0321013	0.0314027	0.0118255	0.0241511	0.0188379	0.0203973	0.0524332	0.0151775	0.0196028	0.00701501	0.000362507	0.0304026	0.0271206	0.00763658	0.000544505	0.0249103	0.0125853	0.00338692	0.0250369	0.0376127	0.00739458	0.010775	0.00945835	0.0033629	0.0160824	0.00982812	0.9253973	1.074603	0.194671	0.450184	0.779586	1.28273	2.22131	5.13687	1.183262	1.161234	0.00580606	0.0112281	0.00973742	0.00788277	0.0533543	0.0404462	0.010741	0.0346989	0.0136142	0.000462997	0.0130101	0.00838018	0.0112568	0.0272621	0.0033721	0.00796656	0.020018	0.00436778	0.0225981	0.0140205	0.0168158	0.00976211	0.0195006	0.0158216	0.000977417	0.00656447	0.0147009	0.0159533	0.0044169	0.00478832	0.00348978	0.000838631	0.00949983	0.0324371	0.0145202	0.0191229	0.0126679	0.0101471	0.00222819	0.0051354	0.00346539	0.0109911	0.0242082	0.0056949	0.00464634	0.00517124	0.0159802	0.0317867	0.0034015	0.00190662	0.012813	0.0237783	0.0232608	0.00875948	0.0178893	0.0139537	0.0151088	0.0388386	0.0112423	0.0145203	0.0051962	0.000268518	0.02252	0.0200889	0.00565661	0.000403329	0.0184517	0.00932225	0.00250877	0.0185455	0.0278607	0.00547735	0.00798129	0.00700604	0.00249098	0.0119126	0.00727994	0.537301	0.462699	1.350028
9972	-62.45519	-185.8758	123.4206	0.00778804	0.00338347	0.00262401	0.00142489	0.00135401	0.00626258	0.00410822	0.000811001	0.00131477	0.00331984	0.0023358	0.00324621	0.000629183	0.00186598	0.00196311	0.000490863	0.00210292	0.00043526	0.00169355	0.00230779	0.00302197	0.000291233	0.00567197	0.00220618	0.00429993	0.00552251	0.0012214	0.00424846	0.00619497	0.00398695	0.00127688	0.000214778	0.00613538	0.0129835	0.000517266	0.00569853	0.0257972	0.00119191	0.000871298	0.00135403	0.000625409	0.000408766	0.0130484	0.00817809	0.0183923	0.00223386	0.0169752	0.0115882	0.00837575	0.00117014	0.00110556	0.00164976	0.00232809	0.00140122	0.00165002	0.00112798	0.00702306	0.0045721	0.00254429	0.000481416	0.000793546	0.00080499	0.000968906	0.00459277	0.000136413	0.000835979	0.0034677	0.00122405	0.00328041	0.00927976	0.00680702	0.00110387	0.00516999	0.00328316	0.00689052	0.00741525	0.00403187	0.3150442	1.684956	0.0786677	0.289386	0.679189	1.47234	3.45559	12.7117	1.838419	5.348316	0.0253572	0.0110163	0.00854354	0.0046393	0.00440854	0.0203904	0.013376	0.00264055	0.00428076	0.0108091	0.00760516	0.0105694	0.00204857	0.00607546	0.00639171	0.00159821	0.00684693	0.00141717	0.00551406	0.00751397	0.00983926	0.00094823	0.0184674	0.00718313	0.0140002	0.0179808	0.00397677	0.0138326	0.0201703	0.0129811	0.00415742	0.000699298	0.0199763	0.0422732	0.00168417	0.0185539	0.0839935	0.00388077	0.00283687	0.00440861	0.00203628	0.00133091	0.0424843	0.0266271	0.0598838	0.00727325	0.0552698	0.0377302	0.0272707	0.00380987	0.0035996	0.00537146	0.00758007	0.00456226	0.00537231	0.00367261	0.0228664	0.0148863	0.00828398	0.00156745	0.00258371	0.00262098	0.00315467	0.0149536	0.000444149	0.00272187	0.0112905	0.0039854	0.0106807	0.0302141	0.022163	0.00359409	0.016833	0.0106897	0.0224349	0.0241434	0.0131274	0.842478	0.157522	0.3071337
10008	-73.56972	-199.4078	125.8381	0.00450907	0.0280016	0.0107988	0.0486677	0.0237842	0.00767733	0.00178252	0.0116546	0.014299	0.016093	0.00332224	0.00972494	0.0272547	0.05968	0.00291391	0.00383575	0.020331	0.0178996	0.0125762	0.0035061	0.0159323	0.00677203	0.0855471	0.0201346	0.00575036	0.000488133	0.00590002	0.0122115	0.0090238	0.0239323	0.00556705	0.0599545	0.0267819	0.0591791	0.0485063	0.0110977	0.045177	0.0162429	0.0163509	0.0214444	0.0748798	0.00233897	0.0171698	0.0179149	0.0198321	0.0653301	0.00359997	0.0141344	0.0105507	0.0065647	0.00444545	0.0282643	0.0983503	0.0139126	0.00685052	0.00732502	0.0493128	0.014889	0.025875	0.0105835	0.00686691	0.03512	0.0556546	0.00854016	0.0467786	0.0179679	0.011429	0.017953	0.00533855	0.0146383	0.0168728	0.00242409	0.0176718	0.0518642	0.0106215	0.00503537	0.00313321	1.274942	0.7250581	0.258874	0.517323	0.81414	1.22829	1.93303	3.86288	0.977164	0.5686989	0.00274218	0.0170291	0.00656726	0.0295971	0.0144643	0.00466895	0.00108404	0.00708774	0.00869591	0.0097869	0.00202041	0.00591419	0.0165749	0.0362942	0.00177208	0.0023327	0.0123642	0.0108856	0.00764815	0.00213222	0.0096892	0.00411839	0.0520252	0.0122448	0.00349706	0.000296857	0.00358808	0.00742636	0.00548779	0.0145544	0.00338559	0.0364612	0.0162873	0.0359896	0.0294989	0.00674904	0.0274743	0.00987806	0.00994375	0.0130413	0.0455379	0.00142243	0.0104417	0.0108949	0.0120608	0.0397303	0.00218931	0.0085958	0.00641637	0.0039923	0.00270349	0.0171888	0.0598114	0.00846093	0.00416612	0.00445469	0.0299894	0.00905468	0.0157358	0.00643633	0.00417609	0.0213581	0.0338461	0.00519367	0.0284483	0.0109271	0.00695049	0.010918	0.00324662	0.00890221	0.0102612	0.0014742	0.010747	0.0315411	0.00645941	0.00306224	0.00190545	0.362529	0.637471	1.64434
10044	-84.69119	-210.7051	126.0139	0.0330584	0.00162765	0.00358324	0.00327639	0.00201341	0.0342221	0.0310564	0.00686834	0.026216	0.0119542	0.0011392	0.00352092	0.00301168	0.00926627	0.0206684	0.00405177	0.00308371	0.00810415	0.0586494	0.00563825	0.0017943	0.00998791	0.0318282	0.0179916	0.0030332	0.0039617	0.00123912	0.00725694	0.0165646	0.0196415	0.00454818	0.0126911	0.00997034	0.0126148	0.0260243	0.0136936	0.0281225	0.00538209	0.0103949	0.0096583	0.0283541	0.000535788	0.00708165	0.00851696	0.00528599	0.00576671	0.021798	0.0230926	0.00221376	0.060342	0.0017368	0.0218168	0.00563354	0.00427776	0.000595034	0.00902318	0.0150232	0.00372386	0.00200146	0.0206565	0.00660409	0.0183246	0.0418887	0.0103221	0.014859	0.0139738	0.017559	0.00479313	0.0537956	0.00580884	0.0100255	0.00133395	0.0374126	0.0193065	0.0031929	0.00508628	0.00588174	1.646564	0.3534359	0.0429966	0.215537	0.619543	1.61409	4.63957	23.2577	2.275234	0.2146505	0.0319389	0.00157252	0.00346189	0.00316543	0.00194522	0.0330632	0.0300046	0.00663574	0.0253282	0.0115494	0.00110062	0.00340168	0.00290969	0.00895246	0.0199684	0.00391456	0.00297928	0.00782969	0.0566632	0.00544731	0.00173353	0.00964965	0.0307503	0.0173823	0.00293047	0.00382753	0.00119715	0.00701118	0.0160036	0.0189763	0.00439415	0.0122613	0.00963268	0.0121876	0.025143	0.0132298	0.0271701	0.00519981	0.0100429	0.00933121	0.0273938	0.000517643	0.00684182	0.00822852	0.00510697	0.00557142	0.0210598	0.0223106	0.00213879	0.0582984	0.00167798	0.0210779	0.00544275	0.00413289	0.000574882	0.0087176	0.0145144	0.00359774	0.00193368	0.019957	0.00638043	0.017704	0.0404701	0.00997251	0.0143558	0.0135006	0.0169644	0.00463081	0.0519737	0.00561212	0.00968595	0.00128877	0.0361456	0.0186527	0.00308477	0.00491403	0.00568255	0.176718	0.823282	1.035053
10080	-83.45582	-206.0585	122.6027	0.040504	0.000706189	0.014075	0.00362381	0.0312021	0.00734185	0.00470429	0.0188316	0.014834	0.0129941	0.017927	0.0303972	0.00793595	0.0531274	0.010503	0.00747626	0.00173888	0.00175891	0.0216617	0.00351369	0.00244009	0.0153524	0.0194124	2.71338e-05	0.0135174	0.00119763	0.00391529	0.0124003	0.00702242	0.000436902	0.00155221	0.0225906	0.0326675	0.0234683	0.0391463	0.00479745	0.0187951	0.00126059	0.00392696	0.0528616	0.0542006	0.00947187	0.00334981	0.0102546	0.0266196	0.00326578	0.00245411	0.0162113	0.00342112	0.00765603	0.00609165	0.0946389	0.0392308	0.00242082	0.0082109	0.0334626	0.0273049	0.0898487	0.00470119	0.00755723	0.000776171	0.00630956	0.0531627	0.0225548	0.0447279	0.0154656	0.0172626	0.00387134	0.0179933	0.00565759	0.0116452	0.0172342	0.0173938	0.0333257	0.00695068	0.0577268	0.000743261	0.3629718	1.637028	0.0432635	0.216189	0.620126	1.61257	4.62559	23.1142	2.270758	4.510069	0.0296772	0.000517423	0.0103127	0.00265515	0.0228617	0.00537936	0.00344683	0.0137979	0.0108689	0.00952077	0.0131351	0.022272	0.00581465	0.0389264	0.00769552	0.00547784	0.00127407	0.00128875	0.0158715	0.00257447	0.00178785	0.0112486	0.0142234	1.98809e-05	0.00990415	0.000877499	0.00286873	0.0090857	0.00514531	0.000320117	0.0011373	0.0165521	0.0239354	0.0171951	0.0286824	0.00351508	0.0137711	0.00092363	0.00287728	0.0387315	0.0397127	0.00694002	0.0024544	0.0075135	0.0195041	0.00239283	0.00179812	0.011878	0.00250665	0.00560956	0.00446334	0.0693417	0.0287444	0.00177373	0.00601611	0.024518	0.0200062	0.0658319	0.00344455	0.00553717	0.000568699	0.004623	0.0389522	0.0165258	0.0327721	0.0113316	0.0126483	0.00283652	0.0131836	0.0041453	0.00853238	0.0126275	0.0127444	0.0244177	0.00509275	0.0422963	0.000544585	0.818514	0.181486	1.364819
10116	-74.39324	-199.5379	125.1446	0.0214493	0.0191868	0.0160516	0.0148618	0.00411815	0.0430876	0.000268995	0.00777768	0.00133093	0.00568242	0.0341655	0.00483701	0.0203447	0.0352321	0.0115375	0.0246015	0.00231865	0.0143051	0.00457975	0.0379548	0.00684102	0.0174917	0.071318	0.000226105	0.00628929	0.0212905	0.0294244	0.0116854	0.00480313	0.0186305	0.000541878	0.00626098	0.00671063	0.0370893	0.0265362	0.00442286	0.00546292	0.00123232	0.00526103	0.00775263	0.0471896	0.0717797	0.0185182	0.000741323	0.0160153	0.0198333	0.0316368	0.0390611	0.0145043	0.00812567	0.0110219	0.0401644	0.0420305	0.0297421	0.000177976	0.0293595	0.138625	0.00435998	0.0104605	0.0345313	9.01605e-05	0.0659454	0.00339836	0.00368157	0.0825972	0.011677	0.0015765	0.0048751	0.018961	0.00161013	0.00841197	0.00385684	0.00959493	0.0114442	0.0017085	0.0100488	0.0048074	1.142094	0.8579061	0.0999989	0.325308	0.704442	1.41956	3.07401	10.0001	1.664936	0.7511695	0.0146399	0.0130956	0.0109558	0.0101437	0.00281078	0.0294088	0.000183599	0.00530854	0.000908409	0.00387845	0.0233191	0.00330143	0.013886	0.0240471	0.00787476	0.0167914	0.00158256	0.00976372	0.00312584	0.0259055	0.00466924	0.0119387	0.048677	0.000154324	0.00429266	0.0145315	0.0200832	0.0079757	0.0032783	0.012716	0.000369851	0.00427334	0.00458024	0.0253147	0.0181119	0.00301875	0.00372863	0.000841101	0.00359083	0.00529144	0.0322085	0.0489921	0.0126393	0.000505979	0.010931	0.0135369	0.0215932	0.0266606	0.00989971	0.00554605	0.00752284	0.0274136	0.0286873	0.0203001	0.000121475	0.0200389	0.0946165	0.00297584	0.00713964	0.0235688	6.15377e-05	0.0450101	0.0023195	0.0025128	0.0563755	0.00796996	0.00107602	0.00332742	0.0129416	0.00109897	0.00574146	0.00263243	0.00654887	0.00781108	0.00116611	0.00685866	0.00328122	0.428953	0.571047	1.465126
10152	-74.09908	-198.6339	124.5348	0.0125747	0.0102581	0.00461845	0.00934403	0.000168204	0.0154154	0.00448335	0.00144847	0.000191322	0.014862	0.00214923	0.00249819	0.0417322	0.0156411	0.00305181	0.0187585	0.00194017	0.00356902	0.0120734	0.0250326	0.00901773	0.00743801	0.0327028	0.00407971	0.0010616	0.00262479	0.0124818	0.00427239	0.000724336	0.00458481	0.00637932	0.00592557	0.0117826	0.00885059	0.0213006	0.00226169	0.00887724	0.00149125	0.0184784	0.00510714	0.0124414	0.0351651	0.0148147	0.000146396	0.0101701	0.00149772	0.0286649	0.0264869	0.0129067	0.000483433	0.00211966	0.00529723	0.0210608	0.00990127	0.000268304	0.00658492	0.0097476	0.00358984	0.0167964	0.0184443	0.000716441	0.0429342	0.000941829	0.000664386	0.0202781	0.00827652	0.00383867	0.00740848	0.0167827	0.00149706	0.0162312	0.00205614	0.00957634	0.00482774	0.00384243	0.000608884	0.0085886	0.933557	1.066443	0.0266578	0.170714	0.57608	1.73587	5.85773	37.5125	2.620889	1.142344	0.0166572	0.0135885	0.00611789	0.0123777	0.000222813	0.0204202	0.00593892	0.00191873	0.000253437	0.0196872	0.002847	0.00330925	0.0552811	0.0207192	0.00404262	0.0248487	0.00257007	0.00472775	0.0159931	0.0331597	0.0119454	0.00985284	0.0433201	0.00540423	0.00140626	0.00347696	0.0165342	0.00565947	0.0009595	0.00607333	0.00845043	0.00784937	0.015608	0.011724	0.028216	0.00299598	0.0117593	0.0019754	0.0244777	0.00676523	0.0164806	0.0465819	0.0196244	0.000193925	0.0134719	0.00198397	0.0379713	0.0350861	0.017097	0.000640384	0.00280783	0.00701704	0.0278984	0.0131158	0.000355411	0.00872279	0.0129123	0.00475533	0.0222496	0.0244324	0.000949041	0.0568732	0.0012476	0.000880087	0.0268616	0.0109636	0.00508494	0.00981373	0.0222314	0.00198309	0.0215008	0.00272369	0.0126854	0.00639512	0.00508991	0.000806565	0.011377	0.533221	0.466779	0.75491
